index,text,label,target
928,LF: someone who will vote for anyone but leni robredo. i feel like i’m in a bubble and i just want to ask a few questions,0,leni
5,use your voice and your vote on May 9  #TheFutureIsFemale #PHVote #WeDecide,1,leni
612,Diba. Nonexistent. Pero may sinisisi. Pavictim yarn? When will the pinklawans realize they are a minority? Pinoys do not trust lenlen. Pinoys will not vote for lenlen. Countless surveys can attest. #LetLeniLead? Nope. #AnyoneButLeni #Eleksyon2022,0,leni
320,My Pride and Joy to cast my vote for @lenirobredo and @kikopangilinan here in Macau.  #LeniKikoAllTheWay #LeniForPresident2022 #AngatBuhayLahat  #LeniRobredo2022,1,leni
621,"True leadership is not about you, (lenlen), its not a trumpet call to self-importance, it’s about an opportunity to serve.  #notolenikiko2022  angelic face, devilish mind.  #BBMIsMyPresident2022",0,leni
168,"@suzy899 @lenirobredo Madam VP Leni Robredo is the only remaining clean, honest, with high integrity to lead the country!Enough of this abusive Duterte Administration!",1,leni
40,Leni will win this election. This is not a prediction. It's a SPOILER. #AngatBuhayLahat,1,leni
296,Grabe the fact that Pia has voted and Cat is voting for Leni-Kiko makes me so happy! This is exactly what you do when you are given a huge platform to advocate for what is right and good. #MissUniverseForLeni #AngatBuhayLahat,1,leni
75,I stand with VP Leni  @lenirobredo  #AbanteBabae,1,leni
230,"If Leni loses, she’ll move on. She can still fulfill her passion to serve, maybe at a smaller scale. Her daughters will still be achievers. They can live peacefully, away from all the misplaced hate they are getting now. So I will be happy for her, but sad for the country",1,leni
718," The differences between Leni and BBM. In overall personality and character, Bongbong Marcos Jr outshine Leni Robredo. Why? BBM is not defamatory person and unity is his goal. Meanwhile, Leni, slandered all political rivals and raised herself. Leni's personality is so shallow. ",0,leni
944,"Let me ask you, pinklawans. How come you went audacious to accuse Isko Moreno, and other men presidentiables of being MISOGYNISTS just because they are against Leni Robredo? Now, can you explain why did you made a threat when Imelda Marcos was about to run for President?",0,leni
894,"@Ramivipsagel This is how desperate pinklawan is. They portray bad images, create a situation with twisted informations and make the people conciously responsible if not voting to their candidate. Nonsense. Wait &amp; see when election is over.",0,leni
46,"VP Leni is a woman of substance! She answered perfectly and thoughtfully in this interview. Even if this woman is brought down by insults and hate comments, she comes out stronger and better than ever.  #KayLeniTaloSiMarcos #AbanteBabae #10RobredoForPresident",1,leni
955,"To protect your emotional &amp; mental health, don't argue w/ the pinklawan. When any heated conversations arise, don't let them get into your nerve, block/mute them right away. Don't let them pass unto u their spirit of anger, depression &amp; bully. Don't waste your time on them.",0,leni
855,"@manilabulletin Yan ang wala daw pondo, kulang sa support. She is obviously lying through her teeth.  She will do and say everything her puppet master wants to say. We cannot allow Leni Robredo become President. #ABL",0,leni
715,Here you can see that a leftist proves that it is bad to support the likes of Cory. So it is also wrong to support Leni Robredo who idolizes Corazon Aquino. The likes of Leni Robredo should not be trusted because they represent the images of Dilawan.,0,leni
108,"After watching the 2022 CNN Presidential Debate, my top 3 are 1. Leni Robredo 2. Pinky Webb 3. Pia Hontiveros  #LeniAngatSaLahat #CNNPHPresidentialDebate #IpanaloNa10To",1,leni
844,Really a dumb follows a dumb!!!!And leni robredo is a dumb. INA MO KA LENI ROBREDO!!!! #BBMIsMyPresident2022  #BBMSARA,0,leni
12,"Leni robredo is the one who stand up while those men in government is degrading her, trying to impeach her just to serve the filipinos so please vote wisely  #KulayRosasAngBukas  #LetLeniKikoLead2022 #AbanteBabae  #WomenCanLead""",1,leni
733,Leni Robredo thinks she can win against Bongbong Marcos. That’s a bit too naïve of her considering she won’t be running with the help of the Liberal Party machinery the same way she did during the 2016 Presidential Elections...,0,leni
608," Well, you were just one of the few who felt that way during ML. So sorry for you; but never again to Dilawans/pinklawans/tuta/puppet. #BBMIsMyPresident2022",0,leni
13,Happy Birthday VP Leni Robredo! @lenirobredo Thank you for being the light in the darkness! Thank you for bringing Hope and for giving your ALL!!!  #PasayIsPink #ArawNa10to #10LeniRobredoPresident #LetLeniLead #AngatBuhayLahat #LeniForPresident2022,1,leni
331,"I'm just really happy that I had convinced my parents to vote for Pres. Leni.   For Sen. Kiko, don't worry I'll make them change their minds too. #KulayRosasAngBukas #AngatBuhayLahat  #LeniKiko2022",1,leni
184,"Little did I know that it would get far worse, but also how much hope would return in the form of multiple shades of pink.   Even with hope so close, we can’t afford complacency. Let’s keep going. Para sa bayan, para sa ating lahat. #LeniKikoAllTheWay #AngatBuhayLahat",1,leni
746,"What will happen to the Philippines if Leni Robredo becomes the president? We'll suffer! She scared me to death, we shouldn't trust her. Their tenure in Naga has a dark past, it needs to be revealed. I only have one request from Leni Robredo. Reveal your true identity. #NagaLeaks",0,leni
162,I'm Digital Artist and i am for Leni Kiko!  #KulayPinkAngtommorrow #AngatBuhayLahat,1,leni
645,"Mga cpp-npa kasama ng mga kakampwets, pati mga pari nawalan na ng kahihiyan dahil kay #lenilutang. They're sleeping with the devils.  Namatay #BBMSaraUNITEAM supporter bec of bullying. Dapat ba yang iboto. Millennials should think twice. Leni is a demon",0,leni
117,"People like Prof Monsod, who has credibility, has the power to influence people to vote for VP Leni. Praying for a lot of influencers to step up and endorse VP. Our country deserves only the best. Let's not settle for less #LeniKiko2022  #AngatBuhayLahat  #LeniRobredoForPresident",1,leni
941,No to dilawan or pinklawan!  this time.. people of the Philippines will stand for BBM. #BringBackMarcos,0,leni
274,"When you vote #LeniKiko2022, you are voting for proven track record &amp; principles, good &amp; clean governance, #AngatBuhayLahat, a promising future. When you vote Unithieves, you are just voting. And, wasting your vote. Duh!  #LeniKikoAllTheWay2022 #cebuisPink2 #Kakampink",1,leni
404,"I know why you hate Leni? Because she is everything you're not! But you know what, she cares about you too.   #KulayRosasAngBukas #LeniRobredo2022 #AngatBuhayLahat #IpanaloNa10To  Me time pa po.   #BBMSARA2022 #BBM",1,leni
771,@Maria15002 @lino_iam Lots of pro Lugaw supporters tweeted the same. And I commented tagging Tim Cook and Leni Robredo.  Please do not course thru your donations to Leni Robredo. She is the LEAST TRUSTED GOVERNMENT OFFICIAL here in our country. That's the hint.,0,leni
31,more about vp leni !  #KulayRosasAngBukas #LabanLeni2022  #LetLeniLead  #AbanteBabae,1,leni
82,Two women I look up to.   #TheFutureIsFemale #AbanteBabae,1,leni
160,Madam Leni is the only one who got that superstar glow to be the 17th president of the PH  #IpanloNa10To #LetLeniLead #AngatBuhayLahat  #KulayRosasAngBukas,1,leni
651,I want to beat Bongbong Marcos to end all cheating allegations hurled against me! - Leni Robredo   I react: In Your Dreams! The deception in 2016 is real! That's is why you act like you can beat BBM.,0,leni
12,"Leni robredo is the one who stand up while those men in government is degrading her, trying to impeach her just to serve the filipinos so please vote wisely  #KulayRosasAngBukas  #LetLeniKikoLead2022 #AbanteBabae  #WomenCanLead""",1,leni
95,Youth For Leni-Kiko - Candaba   #abantebabae  #LetLeniLead2022  #KulayRosasAngBukas,1,leni
83,Walk for Leni-Kiko   #LetLeniKikoLead2022  #AbanteBabae,1,leni
39,"The fact that I plan to leave my vote unshaded for governor, thank God I was there to witness how Rep. #SolAragones endorses VP Leni, I knew then and there. I have to support this lady. 🥹  #TanglawLagunaRally #abantebabae",1,leni
749,"That is now the danger and disadvantage of having a leader in the mold of Leni Robredo. It's clear to me that it will be a sleepy or boring one, and the people should be wary of a leader like her. As a matter of fact, she's neither a leader nor follower.  #Kakampink",0,leni
798,"#AngatBuhayLahat  Leni Robredo, The President himself who said that you do not know your job as Vice President. Then you still aspire to be the President of the country. In the six years of PRRD's sufferings you're a nightmare for many Filipinos Leni. #BBMSARA2022  UNITEAM 2022",0,leni
766,"If Leni Robredo has so many accomplishments or achievements to talk about, then why is she always talking about Bongbong Marcos during her campaign or rallies. Thus, it only means that she has done NOTHING. INCOMPETENT!",0,leni
67,We’re about to make May 9 the new Women’s Day. MARK IT DOWN. #AbanteBabae #LeniRobredo2022,1,leni
415,"pls take lots of vitamins Madam @lenirobredo and Sir @kikopangilinan ! You also need to take care of your health, Philippines need you Madam President and Sir Vice President !  #LeniKiko2022 #LeniKikoAllTheWay #AngatBuhayLahat",1,leni
123,Let Leni clean the old airport #AngatBuhayLahat #BoholIsPink,1,leni
368,"I did something great todayyyy! Converted  my lola(motherside) from Isko to @lenirobredo, my parents from Marcos to VP Leni also! Little by little we can! #10RobredoPresident #DapatSiLeni #AngatBuhayLahat",1,leni
777,@inday_darling Leni's people really can't get anything right. It should be: Don't vote for Leni if you attend church.  #BBMIsMyPresident2022 #bbm2022 #BBMFORPRESIDENT2022 #BBMSARA2022,0,leni
914,"@kiyotakashii I respect your observation on Leni.  However,  per my observation on her is on the contrary. With her affiliation with the yellowtards will just make her as a puppet.  She will govern thru dictations by the yellowtards.  Thus,  #BBMSaraUNITEAM is still a better choice. ",0,leni
173,THE FAMILY OF OUR LATE PRESIDENT MANUEL L. QUEZON is  endorsing VP Leni Robredo for President and Sen Kiko Pangilinan for Vice President along with their Senators! Mabuhay ang 🇵🇭! #LeniKiko2022 #AngatBuhayLahat #KulayRosasAngBukas,1,leni
223,Behind the scenes of all UAAP Universities Student Councils’ Presidents video support for VP Leni and Sen. Kiko #LeniKikoAllTheWay #KulayRosasAngBukas,1,leni
140,Let women lead.   #AngatBuhayLahat  #AngatBabae  #10LeniRobredoForPresident,1,leni
135, We will always win against a patriarchal male.   #TheFutureIsFemale  #AbanteBabae #LeniAngatSaLahat,1,leni
733,I call the attention of all Filipino workers. If the elites can managed to belittle a personality like Bongbong Marcos? What else if you are just an ordinary worker who works in a small company or just a street vendor? Don't support Leni Robredo who is working for the elitists.,0,leni
144,"Why Leni Robredo ?  For undecided voters, you still have a few days before the election. Please vote wisely   #Route4LeniKiko  #LeniKiko2022  #AngatBuhayLahat  #LetLeniLead2022  #KulayRosasAngBukas #Ipana10NatinParaSaLahat",1,leni
730,Bongbong Marcos vs Leni Robredo? It's a no  brainer. Marcos is way better than Robredo and all the presidetial aspirants combined.  Who you gonna vote?,0,leni
15,"leni robredo is the one who stand up while those men in government is degrading her, trying to impeach her just to serve the filipinos so please vote wisely  #KulayRosasAngBukas  #LetLeniKikoLead2022 #AbanteBabae  #WomenCanLead",1,leni
994,LF: someone who will vote for anyone but leni robredo. i feel like i’m in a bubble and i just want to ask a few questions,0,leni
702,"@tim_cook Thank you so much for your concern sir, but the worst thing you can do with this donation is by partnering with the Vice President of the Philippines, Leni Robredo. Don’t make that mistake. It will only go to her campaign ads and campaign fund. Please don’t.",0,leni
936,"@Nine19914 If they are truly pinklawans, this pix could backfire. The solid #BBMSaraUNITEAM never really cared much for color coding",0,leni
50,All I can say is that my choice for president is the right choice. What these men did was to prove that she is the best choice we got this election. #AngatBuhayLahat,1,leni
58,Um. I've never been prouder to be a woman. This is HER story.  #AbanteBabae #LeniKikoAllTheWay,1,leni
661,Love reading the comments by the Pinks. It's reeking with so much envy and bitterness. Everyone can see the true colours of leni's supporters,0,leni
29,"How ironic. Isko used to be part of the entertainment industry. But most of the influential actors, writers and directors endorse VP Leni instead of him. #LeniKiko2022  #SwitchToLeni  #LeniKikoAllTheWay  #AngatBuhayLahat",1,leni
369,Let’s go my President @lenirobredo! #PiliPinasDebate2022 #AngatBuhayLahat #TaraNaKayLeni #LetLeniLead2022,1,leni
312,more effort from me needs to be done to campaign VP LENI ROBREDO and SEN KIKO PANGILINAN to win the PRESIDENTIAL and VICE PRESIDENTIAL. will give all my best!  #SwitchtoLeniKiko #AngatBuhayLahat #KulayRosasAngBukas,1,leni
286,I am forever grateful that I am one of millions of Filipino who stands with VP Leni and Sen.Kiko. Forever grateful that I stand with my country and the truth.   #10RobredoForPresident #AngatBuhayLahat #LetLeniKikoLead2022 #BataanIsPink #HindiIsusukoAngBataan,1,leni
820,"""""hindi na tayo natuto"""" actually we did learn from the past that's why we're not voting any person related to liberal party.   #NoToLeniKiko2022  #BBMSARA2022",0,leni
673,@k_aletha hahhaha......right now leni robredo camp cannot deny the fact.....strong evidence now how people support bbm!!,0,leni
282,"Yesterday’s House to House campaign for LENI-KIKO around Santa Mesa, Manila. Fulfilling day indeed.  #LeniKikoAllTheWay2022  #TaoSaTaoParaKayLeniKiko  #AngatBuhayLahat  #KulayRosasAngBukas",1,leni
207,Yes! I'm one of the former UPD student leaders supporting the campaign of Leni-Kiko for a clean government.   #LeniKikoAllTheWay2022  #AngatBuhayLahat,1,leni
260,Anything is possible when you have the right people there to support you. @lenirobredo    #IpanaloNa10To #LeniKikoAllTheWay #AngatBuhayLahat #PasayIsPink #NCRSouthisPink  #HBDPresidentLeni #LeniRobredo #PasaySabaySabay,1,leni
773,Leni would be better as a field reporter than a President. Seriously.,0,leni
926,NO to dictatorships! NO to pinklawan! #LeniRobredoTrapo #KayLenibabagsakangpilipinas #BBMIsMyPresident2022,0,leni
138,"Lock and load Leni Kiko, let’s go!!  Waaaaaa salamat, Miggy!! #LeniKiko2022 #LeniKikoAllTheWay #TRoPa2022 #AngatBuhayLahat",1,leni
848,"@kiyotakashii I respect your observation on Leni.  However,  per my observation on her is on the contrary. With her affiliation with the yellowtards will just make her as a puppet.  She will govern thru dictations by the yellowtards.  Thus,  #BBMSaraUNITEAM is still a better choice. ",0,leni
37,Solid LENI-KIKO....... no mix and match pls.......we need smooth and easy way for changes.......walang kontratista   #LeniKiko2022  #AngatBuhayLahat  #kikoforvicepresident2022,1,leni
883,Important talks to about the oppositions/dilawans/pinklawans/liberal parties and Oligarchs! tune in! #Halalan2022,0,leni
697,Pinklawans need to stop using God in their presidential campaign... God does not want Leni Robredo to win. ,0,leni
762,"My relatives in Bohol saw Leni Robredo, but they said she didn't bring any relief supplies or a rescue team to help those in need. However, there was a group of media covering her. Happy?",0,leni
922,@genomontes01  jam the cell signal  that is a real false accusation .. kung hindi ka ba tanga jammed cell tower because of radio traffic lang explanation dyan.  but i guess your conspiratorial pinklawan mind can take it,0,leni
47,"When it comes to my friends, I’m overprotective. But these girls are very independent, they don’t need anyone’s help in protecting theirselves and achieving their goals. So proud of these two great ladies for achieving and becoming the person they are now. #AbanteBabae",1,leni
372,This is it! We are less than a week away for the #LeniKiko #Pangasinan People's Rally! See you in Dagupan City on April 8!  (Artwork by #PangasinanforLeniKiko team)   #PangasinanIsPink #PINKgasinan #LeniKiko2022 #TalindegPangasinan #LeniKiko2022 #AngatBuhayLahat,1,leni
703,"@nates1027 @VictorL25836122 sorry gurl, tumitingin kami sa competence.  clearly this Leni Robredo is very incompetent",0,leni
970,@g3cafe Wag bitter understand that your party the pinklawan are tbe worst choice,0,leni
238,"We have the chance to vote for someone who will do right by the Filipinos, instead of voting for the lesser evil.  #LeniKiko2022  #LeniKikoAllTheWay2022  #AngatBuhayLahat  #IpanloNa10ToParaSaLahat",1,leni
357,Filipino Community in Indonesia for Leni Robredo and Kiko Pangilinan!  #LeniKiko2022  #AngatBuhayLahat,1,leni
624,LenLen Rose is Cory 2.0... Only dumber. #BBMSaraUNITEAM #BBMSARA2022,0,leni
402,Guys! Can we win this election for VP Leni? Let's give the youth a better future. We can hone more children and develop their potential like this amazing child. #AngatBuhayLahat #10Robredo,1,leni
0,when I see this you give me a inspired and hope to us for family! I know you will be the first family in the future! We will win! #Ipana7oNa10ParaSaLahat  #KulayRosasAngBukas #Naga #NagaIsPink #10RobredoForPresident MANANALO TAYO #AbanteBabae,1,leni
190,We deserve a better future.  We deserve good governance that actually cares about its people. We deserve a leader that is for the people.  We need President Leni Robredo and  Vice President Kiko Pangilinan  #LeniKikoAllTheWay2022 #IpanloNa10ToParaSaLahat #AngatBuhayLahat,1,leni
761,Leni is attempting to credit grab again. This proposal to double the pension of senior citizens was already passed in Congress last year. The Senate is now working on it. Leni is trying to make it sound that she thought of this. Her never-ending promises show her desperation.,0,leni
138,It's my pleasure to support a candidate that has lots of credentials and receipts.   #KulayRosasAngBukas #AngatBuhayLahat #KulayRosasAngBukasNgValenzuela #LetLeniLead2022 #ValenzuelaIsPink #YouthVoteForLeniKikoValenzuela #TaoSaTaoParaKayLeniRobredo #ValPINK #ValPINKinYourArea,1,leni
95,"Super touched by this gesture, Kiko sharing the limelight with VP when there are times he needed to take a back seat when politicians do not endorse him huhuuuu let's campaign for Kiko harder! #LeniKikoAllTheWay #AngatBuhayLahat #PampangaIsPink",1,leni
7,the future is female #AbanteBabae #letleniwin,1,leni
643,I call the attention of all Filipino workers. If the elites can managed to belittle a personality like Bongbong Marcos? What else if you are just an ordinary worker who works in a small company or just a street vendor? Don't support Leni Robredo who is working for the elitists.,0,leni
310,"the passion.  the dedication.  the heart.  and all of the efforts for this campaign.  we are beside leni-kiko and we are full of hope. i hope when they win, there will be a change.  but for now, let’s all make a change.   #LeniKiko2022 #KulayRosasAngBukas #AngatBuhayLahat",1,leni
109,i believe we can make it #LetLeniKikoLead2022  #GobyernongTapatAngatBuhayLahat  #abantebabae,1,leni
865,"And @lenirobredo, instead of giving actual help she broadcast problema... #Halalan2022 #NoToLeniKiko2022 #NoToMarcosDuterte2022 #BBMSARA2022 #BBMFORPRESIDENT2022.",0,leni
919,a vote for Leni-Kiko is a puppet administration.  good governance na pambudol pero ang totoo it's the ELITISTS GOVERNING THE LAYLAYAN PEOPLE  #May9naloNaBBMSARA #IpanaloNatinPito PITO KWATRO PANALO  #Eleksyon2022,0,leni
51,I’m seeing my FB friends go from Isko to Leni! #LetLeniLead #10RobredoForPresident #AngatBuhayLahat,1,leni
239,1 of the reasons why I am voting for VP @lenirobredo bcoz I believe she can create an inclusive society for my brother. Even if I lost my brother na I will still vote for her and continue to fight for those children with disabilities. I hope I made u proud babu. #AngatBuhayLahat,1,leni
226,I am for #LeniKikoAllTheWay and   #AngatBuhayLahat Senators which includes Richard Gordon,1,leni
725,"However, Mrs. Leni Robredo’s low level of competence &amp; intelligence makes her not understand that her overall negative trust rating on her past &amp; present performance as sitting VP says it all.  The 80% of Filipinos rejects her persona and 55% to 65% will vote for Bongbong Marcos!",0,leni
932,Yikesss that's why i never like leni robredo in the first place ,0,leni
832,Never will I vote for Leni and Kiko #NoToLeniKiko2022   CLEAN ELECTION PH #BBMSARA2022  #VOTEBBMSARA2022  #BBMFORPRESIDENT2022,0,leni
859,Only intelligent people  know that Leni is not desserve to be a president. #BBMIsMyPresident2022  #BBMtheNextPresident,0,leni
915,"@bobitiglao @COMELEC And as observed, in many surveys (past. &amp; most recent), Robredo has been unwinnable. It is observed, also, that during debates (past &amp; most recent), including interviews, that she manifested a low IQ level"""" w/c makes her unfit for presidency but fit as a puppet.",0,leni
232,"No matter what, @lenirobredo is my president and @kikopangilinan is my vice president! #AngatBuhayLahat  #LeniKiko2022 All the way!",1,leni
857,Never Again #Pinklawan  They have 30 years to make this nation great but wasted it on being puppets of the Oligarchs in expense of the Filipino people.,0,leni
232,"No matter what, @lenirobredo is my president and @kikopangilinan is my vice president! #AngatBuhayLahat  #LeniKiko2022 All the way!",1,leni
17,win or lose I will never regret supporting vp Leni Robredo.  reasons that I've considered why vp Leni is my ultimate choice  #AbanteBabae #LeniKiko2022 #LeniIsMyUltimateChoice #kakampinks,1,leni
225,Y'all this is Alab! Certified baby boy cutie for Leni!,1,leni
980,@13thFool DISAGREE YO CANT TELL NA EXPERIENCE NA NATIN ANG DILAWAN NEVER AGAIN NO TO PINKLAWAN NO TO LENIE,0,leni
128,I'll be running for SK Polls if VP Leni won the Presidency!!  #TaoSaTaoParaKayRobredo #LeniKiko2022 #AngatBuhayLahat,1,leni
87,THIS. IS. PRESIDENT. LENI. ROBREDO.  #KayLeniNaTayo  #PiliPinasDebates2022   #10RobredoForPresident,1,leni
240,"Remember that our choices reflect our beliefs and in crucial moments like these, our choices will be immortalized in history. Our children will remember us for the stand we take today.   Make it count.   #AngatBuhayLahat  #IpanaloNa10ParaSaLahat #LeniKiko2022 #artph",1,leni
846,Leni pls do realize that your campaign team made you a like a puppet! Kelan ang showing teh!? #BBMSARA2022,0,leni
111,The queen has spoken.  The last man standing will once again be a woman.  #abantebabae #futureisfemale #letlenilead #kulayrosasangbukas #angatbuhaylahat #LeniKiko2022 #LeniKikoTeam2022,1,leni
297,Nothing beats the sound of fragile masculinity being shattered into pieces by strong and competent women! #TaraNaKayLeni #LeniForPresident2022 #AngatBuhayLahat #KulayRosasAngBukas,1,leni
185,"Our VP is not from a political family. We are not the same. We are not part of a political dynasty, but we share the SAME dream for our country — #AngatBuhayLahat #HelloPagkainGoodbyeGutom",1,leni
181,I might be the only one who will vote for VP Leni Robredo for our entire family but I am adamant and stay unbothered because I want to stand for my own core and what I believe in.  #Halalan2022,1,leni
130,Filipinas making history! ️ #AbanteBabae #LabanFilipinas,1,leni
151,I am so happy to know that my mom and dad is actually for Leni-Kiko! I did not even need to convince them. They just said “why would we vote for someone with corrupt history” PS: I give up with my other brother who is for BBM-SARA.  #LetLeniKikoLead  #AngatBuhayLahat,1,leni
287,Solid LENI-KIKO....... no mix and match pls.......we need smooth and easy way for changes.......walang kontratista   #LeniKiko2022  #AngatBuhayLahat  #kikoforvicepresident2022,1,leni
804,Robredo: Our worst and most useless vice president ever https://t.co/w2a0s3V1xf  @lenirobredo  #WORSTVP @jcpunongbayan  @mlq3   #BBMSARA2022  MUSTRead!  #NoToLeniKiko2022  *CppNPA  #LeniRobredo  *NPASupporter #Makabayan4LeniKiko  *NPA  #Halalan2022  #VotePH,0,leni
131,This is the ERA of the Filipino WOMAN. Nothing less than. #AbanteBabae,1,leni
684,Leni Robredo is a Fake News maker. ,0,leni
242,"We need a leader who serves everyone regardless of political color. We need Leni Robredo! Sa Gobyernong Tapat, #AngatBuhayLahat!  Full speech: https://t.co/geDujLm1Hb  #IpanaloNa10ParaSaLahat #10LeniRobredoForPresident #7KikoPangilinanForVicePresident #LeniKiko2022",1,leni
308,Thank you Mayor @IskoMoreno  for the presscon. My mama literally said she will switch to VP Leni  #IpanloNa10To  #10RobredoForPresident  #AngatBuhayLahat  #LeniLiwanagSaDilim,1,leni
