index,text,label,target
211,@USER @USER they were either robbed or brainwashed. #trump2020 #maga,0,biden
46,"kneeling for the flag is against our military.

calling our fallen soldiers, pow, and soldiers losers and suckers is perfectly ok

trump logic! #maga dont deserve this country. #maga2020 voters should be deported the day of bidens inauguration for their hatred of america.",1,biden
329,"i’m as surprised as everyone else, but #joebiden is actually killing this debate",1,biden
22,"@USER i fear you’re right. i pray @USER ‘s 2nd term will put more focus prosecuting the swamp. he definitely exposed it. think what we know now versus election day’16...
#maga #trump2020",0,biden
661,🙌🎉 biden picks california senator kamala harris as his running mate | #votethemout #voteblue #saveamerica #traitortrump #treasonoustrump #putinspuppet #trumputin  HTTP,1,biden
684,@USER you gotta love hypocrites!!!! #trump2020 #maga2020 #democratsaredestroyingamerica #byerosie HTTP,0,biden
825,"@USER @USER @USER @USER they have enough info to convince republicans, they just don’t care

#votebluetosaveamerica 
#protectourdemocracy",1,biden
140,@USER yea what really scares me is trump is likely to have a election day lead from election day vote and trump will be insane and claim victory mail in votes 5 to 1 for biden.,1,biden
222,"everything, the democrats do , is either fake and / or political nonsense 

i am not surprised at all

#trump2020 #maga #kag
@USER @USER
@USER @USER
@USER @USER @USER 
@USER @USER

HTTP",0,biden
272,"you are jealous of jeff bezo because he is richer than you.  you aligned yourself with mbs to hack his phone, it will be revealed eventually.  you are a clear &amp; present danger to our national security.  #votebluenomatterwho #votebluetosaveamerica @USER @USER HTTP",1,biden
280,#joebiden will be president with our help: official campaign website | volunteer ⁦@USER⁩ sign up today  HTTP,1,biden
710,"we need immediate results.
but biden thinks we should allow businesses to sit around figuring out what’s the most profitable way for them to produce and distribute tests and vaccines. is that the best way to take care of people?
no.
#democraticdebate
#demdebate
#coronapocolypse",0,biden
325,@USER i am sending joe biden all the positive vibes i can. i am anxious.,1,biden
273,"that 1977 @USER is one loving #blm supporter alright. and @USER isn’t responsible for her grandparents owning slaves; then no one else is either, right? well that’s how equality works... 🤷🏼‍♂️ #trump2020 HTTP",0,biden
33,"this is the america the #democrats desire. disgusting.
#walkawayfromdemocrats #maga2020 #maga
HTTP",0,biden
283,"five hundred religious leaders ― christians, muslims, jews, hindus, sikhs and others ― have jointly endorsed the democratic presidential ticket of @USER biden and sen. @USER  

#bidenharris2020
#bidenharrislandslide2020
#biden2020
HTTP",1,biden
332,@USER “the world’s most dangerous man” . mary trump. she nailed it . “enough is never enough” #dumptrump #trumpisadictator #biden2020 #maga has been fooled,1,biden
38,"these #joebiden ads are ridiculous.  stop trying to make him out like a saint.  here's all you really need to day about him:  ""he's not trump.""

that's basically how i feel about them.  biden sucks.  trump sucks worse.  end of story.",0,biden
721,"vote early. return in person.
#votebluetosaveamerica HTTP",1,biden
756,"#voteblue2020     #getregisteredtoday

these gop senators are in deep trouble HTTP",1,biden
274,"@USER fuck.....run!! and

#votebluenomatterwho",1,biden
376,character. compassion. science. decency. all on the ballot. no rhetoric. #dnc2020 #bidenharris2020,1,biden
738,"much better to spend our time on creativity &amp; vote in october (make sure it gets there on time) #amwriting #writingcommunity #voteblue2020 

opinion | don’t want to watch the rnc? you’re in good company. HTTP",1,biden
553,@USER must be another dementia moment. what he ment to say was when @USER whoops his ass in november. he’s going to keep making america great. #trump2020 #maga,0,biden
62,"even if you don't like #joebiden, vote for him anyway.
if he dies in office...
#presidentharris",1,biden
76,"hillary is every bit the white supremacist republican
joe biden is. joe clearly not being as competent a candidate  is re-enraging shitlibs vs the left.",0,biden
233,"@USER admitting you've been deceived is the first step.
now denounce the false profit you've been allowing and assisting in killing americans. 

#voteblue",1,biden
29,"@USER mw’s brain’s obviously squirming feverishly. 
she/he is clearly nuts!
all mentioned reasons were a projection of the dems own collective hive-mind psyche. do they have a mental as well as a spiritual disorder? do they like &amp;honour usa, the constitution &amp; citizens?
#trump2020 🇺🇸🇦🇺",0,biden
58,"@USER @USER 160,000+ americans have died from the #trumpvirus2020, get the hell off twitter and do your damn job!!! #votebluetosaveamerica #biden2020 #bidenharris2020",1,biden
358,"@USER thanks! except for cheating with #ballotharvesting(break through the cheats,tulsi!)we can win #newhampshire. 
they won't easily fall for the utter bs #biden's handlers are campaigning on through the atlantic and nyt while #joebiden naps. 
so we have a chance getting truth to #nh.",0,biden
468,i’m with james corden on this. response to @USER speech     @USER @USER #ridinwithbiden #fucktrump HTTP,1,biden
656,@USER @USER democrats just want defund the police and to leave the cities under control of vandals and criminals. #blm #trump #trump2020 #maga #kag2020 #fourmoreyears #maga2020,0,biden
153,"@USER their plan doesn’t even include biden. he is their trojan horse, and they’re not even trying to hide it anymore!",0,biden
73,@USER welcome to the family!  wise choice!  #trump2020 let us save our country from the self-destructive &amp; ever angry hateful empty democrats. HTTP,0,biden
533,@USER + 4 more years  #maga respect my president HTTP,0,biden
432,"@USER @USER lol quit projecting the democratic sounding points, wake up and think for yourself. you just stated everything the democrats are doing right now; how can you get it so wrong? wow! #trump2020",0,biden
94,making liberals cry again t-shirt #republicanlegion #trumpswag #trump #trump2020 #gop #trumptrain #maga #makeamericagreatagain #gop #kag2020 #republican #conservativees #americafirst HTTP,0,biden
296,excited about ⁦turning the page from ⁦⁦@USER⁩?! #votebluetosaveamerica #votebidenharris2020 #bidenharris2020 #census2020 responding online | 2020 census HTTP,1,biden
874,@USER exactly @USER !!! we all must vote in person for .@USER @USER @USER #trump2020 #maga @USER #kag #trump,0,biden
507,"@USER biden let america know what a chump he was. americans don't want a coward running the show. biden bowed to trump, biden will bow to the entire world. we will be walked all over",0,biden
199,good morning fellow patriots! things are getting crazy- stay strong! it will get better! #maga #trump2020,0,biden
185,"@USER stop burning building, beating up and sometime murderer people,  how about getting a job. #trump2020",0,biden
868,@USER @USER can not blame trump for the deaths. he took advice from doctors. do not forget he closed the us to  china from coming in jan 31. biden said it was xenophobic (that is on the record). pelosi went to chinatown and said trump was racist. deblasio also said he was racist. just own it,0,biden
159,"@USER trump is not fit to lead, and last night put the nail into the coffin of his failed presidency",1,biden
321,@USER blah blah blah what is your plan?  #;hellnodementiajoe  #trump2020,0,biden
846,"@USER @USER @USER @USER @USER #deplorables as @USER correctly told america

wakeup #voteredtosaveamerica2020&amp; #movehimout #trumpisbroke #trumpisnotabillionaire #trumptaxes #trumpfascist #trumpcoupplot #trumpracist #trumpresignnow #trumpcrimefamilyforprison~nothing #maga about trump=#voteblue2020",1,biden
493,"report: biden set to announce v.p. pick this week.

action: tell @USER america needs that pick to be @USER.  

#warrenforvp #biden2020 

HTTP",1,biden
477,"q100 days. 🇺🇸🎊#trump2020 #trump2020landslidevictory  #trumpnowmorethanever2020 

#100daysdemocratswaterloo get this trending!

#trendingtopic 
#trend2020 
#trendnews 
#trendnews HTTP",0,biden
863,"@USER rich rapists want to be sure they can still hide among the #dnc, so they are looking forward to receiving that confirmation. the dnc can’t wait to assure rapists that yes, not only are rapists welcome in the dnc, but rapists will always succeed have the utmost respect in the dnc.",0,biden
147,"hey @USER good try, but talking to @USER just doesn’t go anywhere.  he won’t ever give a simple answer! he just wants to be trumps mouthpiece and conflate the issues!! 
#votebluetosaveamerica",1,biden
784,"republicans-trump fooled you in 2016. that's on him. but in 2020, it's on you! he's a disdaster. it's time to give trump and the other incompetents the boot. let's improve things. #bidenharris2020 #vote #trumpvirus #trump2020landslide #donaldtrump #gopconvention #americafirst HTTP",1,biden
411,"@USER  just checking to see when those ""caravans of thugs and isis"" from the 2018 midterm elections are coming 2 destroy our country???

it was propaganda right?

so is your attacks on biden.

#fearmongering 
#trumpisnotwell  
#votebluetosaveamerica 
#bidenharris2020",1,biden
559,"@USER @USER he just met with whitmer who, delivered the dnc response to sotu, is very popular in michigan,  very articulate and ready day 1 for presidency if needed. thinking she may be the sleeper pick and would be a popular one with many for #biden2020",1,biden
231,"@USER #america #americafirst #djt #draintheswamp #4moreyears #fourmoreyears #gop #kag #kag2020 #maga #maga2020 #potus45 #potus @USER #trump #trumptrain #trump2020 🇺🇸#usa #votered

this is #presidenttrump working while dems &amp; #fakenews sleep, only to later wake up &amp; falsely accuse him. HTTP",0,biden
688,"@USER @USER @USER @USER @USER @USER wrong. trump stood up there, just like in the past, &amp; claimed ignorance in knowing who any of t/various racist groups, like the proud boys (i could care less that some faction has a latino leader, so stfu), are...t/dog whistle of, 'stand by' was as clear as day...#trumpisaracist",1,biden
551,@USER @USER these are the most immature idiot protestors i’ve ever witnessed. they are unbelievably annoying. i hope they keep it up because every time i see this i know they are creating more votes for trump. #maga #trump2020,0,biden
449,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER good morning!  happy friday! following all and rt’d ✔️💙☮️. #votebluetosaveamerica,1,biden
843,@USER @USER @USER @USER @USER same people who rail against @USER at a podium without a mask. hypocrites!! #trump2020,0,biden
286,@USER it will all be staged for biden.,0,biden
614,"@USER we can't afford the @USER anymore.

the cost?

150,000 dead.

a wrecked economy.

and so much more...

#bluewave 
#bluewave2020 
#votebluetosaveamerica2020 
#votebluenomatterwho 
#votebluetoendthisnightmare",1,biden
108,"@USER @USER welcome to #joebiden’s version of america - coming to a neighborhood near you. 

#2020worstyear 
#2020election 

 HTTP",0,biden
260,"@USER 83 days

#wewillvote #votebluetoendthisnightmare #voteblue2020 #votebluetosaveamerica2020  #bidenharris2020 #bidenharris2020landslide HTTP",1,biden
41,"@USER thank you president trump! last night was amazing! you know what, nancy is livid, she just might have a stroke 🥱😉#nevadafortrump #trump2020",0,biden
768,"@USER if, only he would have fallen, that would have epic!#endthenightmare #biden2020 #bidenharris2020 #bluewave2020 #evicttrump #theresistance",1,biden
628,@USER but you are going to cut payroll tax and biden had done a reversal over the years. it's about today not yesterday. stock market don't create jobs the stock market don't put food on the table. #votebluetosaveamerica #votebymail2020 #imwithjoe,1,biden
593,@USER and once again #america is #rejecting you. just go back to #russia or #venezuela they need your leadership. #trump2020,0,biden
565,maxwell HTTP,1,biden
445,@USER never will we forget that's why we won't give biden an inch when he is president.,0,biden
218,"@USER i've never been more motivated to vote in my life.  i'm also so appalled, though not surprised, at trump's behavior.  the man has no dignity, and you're totally right - look at what he says.  it tells you all you need to know about him and where his priorities lie.",1,biden
353,"never has a nation taxed itself into prosperity, yet here we are watching the #democraticdebates watching a half dozen morons try to outdo each other on their tax and spend policies... oh wait... no one’s watching.  #maga2020 #kag2020 @USER @USER @USER",0,biden
869,"with the selection of @USER, @USER continues to surround himself with powerful women @USER @USER @USER @USER @USER. excited for the policy possibilities this leadership opens up, from #paidleave to #brainhealthequity. #bidenvp #biden2020 HTTP",1,biden
679,great speech! i am pumped! #voteblue2020,1,biden
378,"being counted in this very important election. and what could i do to help people in states that may face some voting issues?
#vote2020 #votebidenharristosaveamerica #voteblue #votebidenharris2020 #votehimout2020 #votingrights #votingrightsact",1,biden
128,"#voterepublicansout2020
#votebluetosaveamerica 
@USER @USER 
republicans, you're done! HTTP",1,biden
288,"""i paid millions of dollars in taxes,"" president trump says. #presidentialdebate2020 #debates2020 #usa #maga2020 #kag #election2020 #debatenight #economy",0,biden
316,biden's already slipping!,0,biden
177,@USER no thanks!  i will vote for donald j. trump!!!  #youaintblack #trump2020,0,biden
723,"@USER have the debates on a stage, on top of a ramp, and make sure they each drink a glass of water first. person man woman vote #biden2020",1,biden
421,"@USER republicans have supported the trump admin. the trump admin withheld information that could've saved 10x1000s lives. almost 200,000 souls lost. republicans give corps billions &amp; try to shelter corps from lawsuits. republicans are not on the side of good. #voteblue",1,biden
81,"@USER maybe if you dems hadn’t wasted so much $ in the 1st bill  like for the arts - what did that have 2do w a pandemic-employees were laid off wo a dime, maybe there’d b$ for the kids you are now so concerned about. @USER 🇺🇸🇺🇸🇺🇸🇺🇸 #trump2020",0,biden
348,"@USER you have 1 follower, follow no one and have no pic.... your opinion matters why?
#trump2020 
#wwg1wga",0,biden
729,"@USER biden was so brilliant, trump conceded on live tv",1,biden
834,@USER @USER @USER @USER @USER @USER @USER is this a mel brooks movie promo? say it with me slowly to understand how ridiculous sp...ace..ca....mo .. is that an oxymoron like this choice is amazingly awful to fight the dark light? wtf just keep making us laughing stock of world..#votebluetosaveamerica,1,biden
595,"@USER @USER no way! i have it

biden 64

trump 24

joe the mechanic 32
(joe does his own numbers)",1,biden
536,@USER @USER @USER i'm not rich and i love him too. #trump2020 #maga,0,biden
652,@USER @USER do you think he wears silk underpants?  #votebluenomatterwho,1,biden
700,@USER love you mr. president! keep doing the great work that you are doing! #trump2020,0,biden
549,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER thank you ben! let’s see the #bluewave!!!,1,biden
13,.@USER created this disastrous catastrophe; we all need to #voteblue to save lives ... u.s. reports highest number of covid-19 deaths in one day since mid-may HTTP,1,biden
854,"@USER joe biden is a scared little baby.  what a #chicken

what happens when he needs to have a conversation w/ a world leader?  will he run an cry?

what a loser.  democrats are losers for picking him.

#biden2020 #biden2020tosaveamerica",0,biden
812,"me running outside the day after #november3rd when we can put this experiment behind us. 

#votebluetosaveamerica HTTP",1,biden
568,"@USER get lost.  
trump is a criminal &amp; a traitor.  

when biden has killed over 200k because he failed to lead, or when he has sold out his country to putin, lied &amp; cheated his way into the wh, destroyed america's standing, bribed dictators, lined his own pockets... then you can talk. HTTP",1,biden
767,@USER you have no idea what you’re talking about when it comes to politics!!! #trump2020,0,biden
246,"@USER @USER trump stood there laughing
i felt the pen in my hand
trump laughed no more......vote him out.....",1,biden
210,"@USER but #georgesoros funded #blmdomesticterrorists who actually donate to @USER and his campaign is ok? burning buildings, shooting innocents, bashing people and demolishing entire cities is ok? #thesilentmajority sees your bs and is voting #trump2020 HTTP",0,biden
435,@USER i can’t wait to see that! #trump2020,0,biden
691,this reminds me so hard why i loved biden as vp.  #demconvention,1,biden
495,"me thinks she's lowballing at 37... 😮

#wwg1wga #trump2020 #phonykamalaharris #sleepyjoe #sayhisname HTTP",0,biden
519,"love senator john kennedy!!

even google can't find #joebiden some days🤣👍!

#tucker",0,biden
458,"@USER does this mean hunter and your brother and all biden family ties to global corruption and tax evasion, laundering and sex trafficking will be sorted out?",0,biden
287,"i can't wait for the first #debate, when @USER (who the @USER has labled ""sleepy joe"" or ""dementia joe"") fkn destroys the self proclaimed ""stable genius"" @USER.

their name calling is gonna backfire #ropeadope 

#biden2020",1,biden
283,@USER vote red people.. #trump2020,0,biden
44,"@USER @USER why are you watching tv? 

shouldn't you be working on combating the #trumpvirus and russian aggression?

#trumpviruscatastrophe 
#traitortrump 
#putinsgop 

#dumptrump 
#ditchmitch 

#votebluetosaveamerica",1,biden
115,"@USER @USER and #joebiden would reach 
down to the bully he just decked to offer a hand up and offer to shake as a gesture of peace. reset. new start.",1,biden
844,"love is more powerful than hate, hope is more powerful than fear and light is more powerful than dark-joe biden. #demconvention",1,biden
471,"@USER hay, dummy... no matter who dies in any state, that is on you. this is your country, remember? you are responsible for the good and the bad. new yorks deaths are your deaths, along with the other 160,000+ on top of that. @USER is a far better leader.
#votebluetosaveamerica",1,biden
14,"joe biden is a massive racist . california was once red . think about before . our new generation needs to look back . i have a mind that goes back 100 years because of what my family and our books have taught me . what is a super predator , joe ??? 🤨 #debates",0,biden
562,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER i like trump because i don´t like wars. du you loke a president who starts wars?
#debates2020",0,biden
278,2/ that their slaves will #wakeup revolt&amp; #walkawayfromdemocrats #walkawayfromdemocratsforever #walkaway #walktofreedomwithrepublicans #walktofreedomwithgop #votetrump #voteteaparty  #voteteaparty #kag #maga #ccot #vets #military #parents #women #dads #moms #soccermom #geny #genz,0,biden
150,bloomberg is speaking the truth - i would never re-hire someone with donald’s record over the past four years. america shouldn’t either. #demconvention #dncconvention2020 #bloomberg #votebidenharris2020,1,biden
77,apparently you didn’t listen to his speech.  he did not downplay anything.  it was perfect!  i would have loved to see biden speak live for just 15 minutes!  #impossible ⁦@USER⁩ #trump2020 🇺🇸 HTTP,0,biden
95,"@USER they are trying everything and then some. we cannot be worn down. we will all vote!

#votebluetosaveamerica 
#votebluenomatterwho",1,biden
457,there’s a reason i didn’t watch the debate last night and it’s because i didn’t want to watch two senile shitbags argue over my future. that being said i will reluctantly and unfortunately be voting for biden #debates2020 HTTP,1,biden
305,@USER i’ve talked with many people today who say they’re too anxious to watch. we all are sure it will go well. but ugh i can’t stand to see 45’s shenanigans. biden i’m sure will be great. our bell wether county is showing far fewer trump signs than in ‘16. HTTP,1,biden
676,"@USER you are a tool in the truest sense.

#trump2020 #kag",0,biden
193,"anybody else getting impatient? it's time to make a decision
@USER #joebiden #kamalaharris #democraticparty #democrat",1,biden
694,"@USER i think it was a wash. trump was not allowed to finish answering questions or respond to biden's falsehoods while biden was allowed to prate on with falsehoods, lies, deflection and avoidance. wallace blew it. #presidentialdebate #debate2020 #debate #trump2020  #maga",0,biden
79,"@USER well, i guess then we won't have to worry about his ""re-election"" wants/hopes &amp; desires after we re-elect him in november.

it'll just be full steam ahead agenda to move this country forward...

#trump2020 
#pence2024 
#trump2028 
#trump2032 

your world will be a nightmare...",0,biden
56,"campaign trump is the best trump.

#trump2020 #trump2020landslide",0,biden
186,"biden won't fall for the flattery of dictators..... #colinpowell

#dnc2020 #demconvention #bidenharris2020",1,biden
171,@USER glad he has nothing more pressing to attend to  ... we need a chief executive and team who will work hard on behalf of the american people - not one who tweets and tvs all day. so #wewillvote and we will #voteblue from the top to the bottom of the ballot! #bidenharris2020,1,biden
636,@USER @USER how are you researching votes that haven't been cast yet? #fuckcreepyjoe #trump2020,0,biden
513,had to turn down a new apartment since they placed a biden/harris sign out front.  sucks.,0,biden
810,@USER here comes the hate rd! thank you for your support of @USER! #trump2020,0,biden
23,honestly can @USER be president tonight? #bidenharris2020 #demconvention,1,biden
480,"the #left wants: get rid of the nuclear family and adhere to rigid state controls on every aspect of life

#trump2020",0,biden
442,biden harris 2020 election restore the soul of america usa t-shirt biden harr... HTTP,1,biden
333,let antifa and blm abolish the police and government. that’s the only two things standing in the way of good america loving patriots from shooting these sorry excuses of flesh. #trump2020,0,biden
669,@USER @USER this is happening #intrumpsamerica #votebluetosaveamerica,1,biden
708,"white silence is violence, potatoes are tomatoes, and other stuff i learned at college for $250k

#trump2020 #sleepyjoe 

HTTP",0,biden
109,"i miss having a president that speaks eloquently. that has empathy and hope for a better tomorrow. fortunately, we will soon  have that again with #bidenharris2020. 

#demconvention",1,biden
45,"@USER one simple slogan, ""keep america great""!  #trump2020",0,biden
532,@USER @USER you missed lgbqt                                       ❤️🧡💛💚💙💜🤎🖤🤍.                   #veteransagainsttrump #werespectourvets #votebluetosaveamerica 🇺🇸,1,biden
358,"@USER @USER democrat leaders are traitors!!!
#voteoutthetreasonousdemocrats 
#trump2020",0,biden
137,@USER according to #dementiajoe one third of americans already died from the #coronavirus 😂😂😂 fools like you creeoy joe should stay indoors because you’re making a fool of yourself. vote #trump2020 #kag2020 @USER HTTP,0,biden
52,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER 🇺🇸 thank you for the mention, stephen!

#trump2020!",0,biden
136,"@USER @USER republicans offered a 1 week extention, a political plan with the sole intent to have dems reject and appear uncooperative. fat ass @USER ‘s cheap tactics will backfire and republicans @USER in dc will be leaving washington with him. #biden2020 #executiveorder",1,biden
93,@USER a former president who wasn’t impeached and who won the nobel (not “noble”) prize. jealous much? #obamawasbetterateverything  #votebluetosaveamerica,1,biden
161,"@USER reason some floridians call him governor deathsantis!
how can @USER even think football when americans r dying, many testing positive &amp; that includes children!
florida's #'s r not going down fast enough 4 this bs!
#votebluetosaveamerica from trump &amp; deathsantis",1,biden
658,mementos of my years of campaigning for the democrats. regret every minute spent. #walkaway #bidenriots #trump2020 HTTP,0,biden
75,@USER @USER . #impeachedtrump @USER seems to make rs believe they’re immune to any legal/moral retribution. can’t wait 4 trump to be out of office &amp; he gets the punishment he deserves! #votebluetosaveamerica,1,biden
567,@USER @USER all but guarantees trumps re-election with a super majority. #maga,0,biden
118,"@USER @USER trump is good at personal attacks and name-calling already, no prep is needed. trump is a master of lies and good at creating fear. he’ll be rude and disrespectful because he doesn’t have anything valid/worthwhile to say. i just hope biden doesn’t lose his cool.",1,biden
123,"hey biden
i am not afraid of your disease covid

i will feel safer and with more hope with #trump2020

and i know where beloit is and it’s not the n pittsburgh 😂",0,biden
414,"l👀k at this:  stunning stat HTTP
😷🌊#fridayvibes #fridaythoughts #fridaymotivation #fridayfeeling #resistance #resisters #biden2020 #strongertogether #pride🏳️‍🌈 #follow",1,biden
625,@USER i feel the same! i want to hear biden. but i loathe the sound of trumps voice.,1,biden
152,@USER good try sleepy joe.. it’s the radical leftist which is your party! #trumppence2020 #democratsareevil #democratsaredestroyingamerica #redwave2020 #trumplovesamerica #democratshateamerica #trump2020 ♥️🤍💙,0,biden
265,@USER @USER @USER lol—perfect gif!😄👍 president trump is going to have so much fun—while biden is shaking in his boots. definitely a night for popcorn!🍿,0,biden
79,@USER @USER that would be nice!  #votebluetosaveamerica,1,biden
807,@USER that’s my president!! way better than this awful poor excuse of a man. !! make america great again !! again!! #trump2020 HTTP,0,biden
125,#democrats are realizes how serious middle-america is about #fourmoreyears| #trump2020.,0,biden
253,"this speech by #joebiden is all that i wanted. plans, what they are, how they will make them happen. this isn’t the speech of a dreamer, but a call to action and a promise.",1,biden
234,"richard grenell rnc speech savages russiagate, globalism and democrats: &amp;#8216;the boss is the american people&amp;#8217; HTTP",0,biden
813,"if biden-harris doesn't put andrew yang on transition team and then cabinet (labor), they are wasting a major thinker. #transitionteam #biden2020 #andrewyang HTTP",1,biden
169,@USER @USER meadow pollack is the future.. please keep her alive in this communist world .. love from canada.. #maga #trump2020tosaveamerica,0,biden
761,"@USER @USER @USER yes, it real easy based on the democrat platform of nonsense and move towards socialism at best, more likely communism. but i still don’t like the debate style last night from trump. he losses on demeanor and wins on policy. he should let biden talk - it actually helps trump.",0,biden
731,"donald trump is a fucking demon and the antichrist.

#votetrumpout2020 #votebluetoendthisnightmare #votebluetosaveamerica #votebluenomatterwho #votebiden2020 #votebiden #onetermtrump #nevertrump #fdt #savethepostoffice #savedemocracy #savediversity #saveamerica #savethecountry",1,biden
